No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1395,2564,7,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2851,2673,7,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,4412,2310,19,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1784,1364,2,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1591,2504,8,-
4006,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,3818,4522,26,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-139,66,-,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,2421,1089,17,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-187,593,3,-
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1822,1680,6,-
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1596,2089,18,-
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1871,1052,1,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2436,1652,3,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,679,2126,17,1
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,289,400,4,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,314,352,3,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1325,2177,10,-
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1274,1676,8,-
4019,魔法少女まどか☆ﾏｷﾞｶ,2278,7260,19,12
4020,魔法少女まどか☆ﾏｷﾞｶ,-3205,5032,12,14
4021,魔法少女まどか☆ﾏｷﾞｶ,2108,4939,12,9
4022,魔法少女まどか☆ﾏｷﾞｶ,-775,3943,13,4
4023,魔法少女まどか☆ﾏｷﾞｶ,1562,7323,19,20
4024,魔法少女まどか☆ﾏｷﾞｶ,9134,7788,25,11
4025,魔法少女まどか☆ﾏｷﾞｶ,-1319,2966,6,5
4026,魔法少女まどか☆ﾏｷﾞｶ,2676,6821,22,10
4027,魔法少女まどか☆ﾏｷﾞｶ,6495,8315,20,17
4028,魔法少女まどか☆ﾏｷﾞｶ,-2441,5871,22,5
4029,魔法少女まどか☆ﾏｷﾞｶ,7523,8082,28,19
4030,魔法少女まどか☆ﾏｷﾞｶ,590,7751,20,14
4031,SLOT魔法少女まどかﾏｷﾞｶ2,-1305,3826,7,11
4032,SLOT魔法少女まどかﾏｷﾞｶ2,2541,6720,34,24
4033,SLOT魔法少女まどかﾏｷﾞｶ2,544,7829,25,26
4034,SLOT魔法少女まどかﾏｷﾞｶ2,-408,4246,13,12
4035,SLOT魔法少女まどかﾏｷﾞｶ2,1915,4129,18,22
4036,SLOT魔法少女まどかﾏｷﾞｶ2,1592,8620,36,21
4037,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-596,2688,16,9
4038,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-301,360,-,1
4039,ﾊﾟﾁｽﾛ北斗　転生の章,-2851,2331,10,4
4040,ﾊﾟﾁｽﾛ北斗　転生の章,-1317,3317,33,8
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-878,845,4,2
4042,ﾊﾟﾁｽﾛ北斗　転生の章,301,581,9,1
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1771,3226,23,8
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-681,3018,18,12
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,2008,5335,35,20
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-2231,7872,52,24
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,794,4768,41,26
