lotno,payout,rotation
4001,6136,982
4002,-350,700
4003,-729,538
4004,989,3225
4005,-484,1249
4006,-85,1873
4007,-1339,1554
4008,-2516,1432
4009,-1110,1055
4010,3824,2426
4011,1860,1106
4012,-1623,2246
4013,1565,854
4014,-2034,1162
4015,1223,638
4016,-655,291
4017,-693,2233
4018,1008,1750
4019,-928,6288
4020,845,4527
4021,258,6764
4022,526,1022
4023,5182,5386
4024,-1509,4919
4025,533,3465
4026,-2675,4983
4027,-2066,2160
4028,2018,5209
4029,-987,911
4030,-368,239
4031,-642,3536
4032,-129,856
4033,532,718
4034,-4,2397
4035,-1081,3534
4036,258,1353
4037,-260,1393
4038,-91,66
4039,-636,608
4040,-229,2250
4041,-89,839
4042,-137,102
4043,-959,2310
4044,233,4290
4045,-1692,7261
4046,-1082,1984
4047,-1570,2074
4048,3406,9129
4049,-408,4343
4050,2393,2746
4051,-1110,2647
4052,-1740,3279
4053,-2400,3159
4054,-532,1644
4055,433,220
4056,-489,413
4057,-271,870
4058,-224,552
4059,-299,370
4060,-560,715
4061,899,3074
4062,-167,725
4063,193,703
4064,-863,815
4065,-332,363
4066,-35,24
4067,170,2954
4068,312,2402
4069,-401,479
4070,-1254,2092
4071,21,1186
4072,-978,758
4073,-591,2284
4074,-171,556
4075,132,144
4076,-864,1965
4077,-93,90
4078,2016,1864
4079,-1126,1413
4080,-898,1674
4081,-26,5324
4082,-1920,1483
4083,1342,1179
4084,-1638,1468
4085,-239,150
4086,3218,1749
4087,23,542
4088,45,989
4089,-831,3029
4090,-841,942
4091,-842,702
4092,-1267,1517
4093,-973,3727
4094,-695,1001
4095,-267,180
4096,929,2076
4097,-139,748
4098,-457,2675
4099,-51,31
4100,-137,84
4101,-745,645
4102,-140,66
4103,-705,692
4104,440,1146
4105,-31,268
4106,-485,299
4107,-163,8756
4108,-485,4119
4109,2145,6760
4110,-282,168
4111,-991,739
4112,-145,1243
4113,-46,1057
4114,760,2004
4115,-331,1160
4116,2026,4626
4117,1537,5100
4118,-2603,2651
4119,-574,5195
4120,45,676
4121,-1411,1397
4122,0,-
4123,361,773
4124,0,-
4125,916,1082
4126,-189,355
4127,-97,74
4128,215,4072
4129,-1262,1850
4130,0,-
4131,-163,1101
4132,-151,134
4133,0,-
4134,-228,1516
4135,0,-
4136,1132,151
4137,-460,855
4138,-237,238
4139,-247,1081
4140,-1587,1642
4141,0,-
4142,140,542
4143,0,-
4144,2280,2193
4145,14,959
4146,-611,907
4147,1004,2442
4148,-697,701
4149,-1539,2634
4150,829,1431
4151,-404,2186
4152,-600,1686
4153,-1760,1795
4154,64,3979
4155,-189,756
4156,1006,5670
4157,57,1566
4158,170,3159
4159,-528,1162
4160,1000,3534
4161,-715,1898
4162,-1042,4058
4163,-1727,1854
4164,540,5752
4165,598,2079
4166,-1266,2785
4167,-544,641
4168,1233,5982
4169,732,1888
4170,-1555,4034
4171,589,2570
4172,-430,1066
4173,508,4884
4174,-69,273
4175,965,5349
4176,-1679,2377
4177,-782,1159
4178,676,7061
4179,102,3873
4180,-377,288
4181,650,7213
4182,-583,6573
4183,-615,674
4184,-519,1880
4185,-489,1162
4186,775,2985
4187,-518,421
4188,143,2577
4189,2018,4935
4190,386,4770
4191,-343,830
4192,-529,353
4193,749,3548
4194,-1152,3969
4195,-185,3003
4196,1718,5312
4197,343,2929
4198,-660,1455
4199,1614,3316
4200,-400,5847
4201,215,3132
4202,0,1978
4203,-786,3015
4204,-512,579
4205,-404,521
4206,24,1769
4207,-671,1548
4208,-1631,6139
4209,-346,288
4210,1312,2537
4211,-238,240
4212,872,5381
4213,189,3575
4214,-414,418
4215,2341,5380
4216,941,1762
4217,-397,1080
4218,2371,3825
4219,-924,1664
4220,-1078,2275
4221,-784,640
4222,-59,6685
4223,-44,1910
4224,-1301,3226
4225,-298,1098
4226,385,432
4227,-1396,2860
4228,-619,299
4229,-162,1833
4230,-259,349
4231,1714,916
4232,879,1416
4233,-1747,2032
4234,-5178,2920
4235,249,1472
4236,-3616,4075
4237,-1294,923
4238,-1949,2578
4239,-1400,2764
4240,-914,2167
4241,-740,519
4242,-1175,563
4243,-675,2699
4244,-614,1265
4245,2429,3149
4246,-1126,2153
4247,1538,2039
4248,-2572,2057
4249,1991,2743
4250,501,1298
4251,1529,1483
4252,-231,1523
4253,70,915
4254,-575,977
4255,-179,4376
4256,-549,2875
4257,-453,1022
4258,-1515,1852
4259,-396,2614
4260,-196,320
4261,759,5438
4262,1316,2511
4263,324,2309
4264,147,2392
4265,235,3123
4266,132,1758
total,-35098,558296
