No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,3184,2387,11,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,171,2916,15,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-63,1735,9,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-62,3043,13,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1916,5949,25,-
4006,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-3398,2799,7,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,265,2970,21,1
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1239,3451,21,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,2657,1808,21,-
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-4576,4596,15,1
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,69,2095,14,1
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2255,1352,3,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1036,2994,24,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,8282,2745,48,2
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2871,1544,1,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-415,4481,31,1
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2395,3392,15,1
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-3352,4388,19,1
4019,魔法少女まどか☆ﾏｷﾞｶ,3910,7049,16,13
4020,魔法少女まどか☆ﾏｷﾞｶ,-1345,2576,4,6
4021,魔法少女まどか☆ﾏｷﾞｶ,-419,2618,10,3
4022,魔法少女まどか☆ﾏｷﾞｶ,-57,4335,13,9
4023,魔法少女まどか☆ﾏｷﾞｶ,8147,7202,27,19
4024,魔法少女まどか☆ﾏｷﾞｶ,-7,2418,7,1
4025,魔法少女まどか☆ﾏｷﾞｶ,-2075,2194,4,5
4026,魔法少女まどか☆ﾏｷﾞｶ,7318,4868,12,3
4027,魔法少女まどか☆ﾏｷﾞｶ,-2137,3635,7,11
4028,魔法少女まどか☆ﾏｷﾞｶ,1187,4176,19,3
4029,魔法少女まどか☆ﾏｷﾞｶ,-567,3178,7,7
4030,SLOT魔法少女まどかﾏｷﾞｶ2,-866,2392,6,3
4031,SLOT魔法少女まどかﾏｷﾞｶ2,-1041,3153,9,8
4032,SLOT魔法少女まどかﾏｷﾞｶ2,-111,1745,10,6
4033,SLOT魔法少女まどかﾏｷﾞｶ2,-1247,1242,2,1
4034,SLOT魔法少女まどかﾏｷﾞｶ2,-1755,2447,5,3
4035,SLOT魔法少女まどかﾏｷﾞｶ2,-320,4136,9,10
4036,花の慶次~天を穿つ戦槍~,-901,1669,6,2
4037,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-1441,3528,19,12
4038,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-638,1155,2,5
4039,ﾊﾟﾁｽﾛ北斗　転生の章,1106,5097,73,15
4040,ﾊﾟﾁｽﾛ北斗　転生の章,-541,2608,29,10
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-227,2335,28,5
4042,ﾊﾟﾁｽﾛ北斗　転生の章,7442,4133,102,13
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1389,8344,66,40
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,3194,8544,74,49
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-2178,7644,55,26
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,992,7340,61,29
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,415,8110,61,32
4048,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-617,7511,47,28
4049,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-567,5359,40,19
4050,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1883,7907,57,28
4051,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1110,7397,38,27
4052,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1720,8010,63,45
4053,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-3440,7343,53,20
4054,押忍!番長3,5224,3996,77,16
4055,押忍!番長3,-1941,4295,24,5
4056,押忍!番長3,1392,4237,57,7
4057,押忍!番長3,-122,4475,46,6
4058,押忍!番長3,-3107,3439,7,-
4059,押忍!番長3,11,4922,48,5
4060,押忍!番長3,-1506,3801,33,1
4061,押忍!番長3,-93,3658,39,4
4062,押忍!番長3,-2120,3361,14,1
4063,地獄少女 宵伽,-1408,1811,4,-
4064,地獄少女 宵伽,-340,532,2,-
4065,地獄少女 宵伽,-611,3250,11,-
4066,地獄少女 宵伽,942,1270,5,-
4067,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-549,384,1,-
4068,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-401,1498,7,4
4069,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-95,736,2,4
4070,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-770,842,4,-
4071,GI優駿倶楽部,-240,2111,10,-
4072,GI優駿倶楽部,-219,161,-,-
4073,GI優駿倶楽部,1023,3012,37,-
4074,GI優駿倶楽部,-402,3623,36,-
4075,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-878,876,1,1
4076,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-931,1945,9,7
4077,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-721,1039,3,3
4078,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-972,998,2,2
4079,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-3339,6255,28,3
4080,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,5467,2549,77,6
4081,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,1210,3518,47,4
4082,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-761,4031,34,4
4083,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1520,2335,19,-
4084,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,1854,4695,66,-
4085,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-3039,3498,19,-
4086,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-3452,4936,31,-
4087,ﾆｭｰﾊﾟﾙｻｰSPII,-171,4674,16,12
4088,ﾆｭｰﾊﾟﾙｻｰSPII,-92,940,3,2
4089,ﾆｭｰﾊﾟﾙｻｰSPII,856,3192,14,8
4090,ﾆｭｰﾊﾟﾙｻｰSPII,-180,713,2,1
