lotno,payout,rotation
4001,-861,2019
4002,-2494,2940
4003,-2193,1660
4004,-1661,1081
4005,-4265,3088
4006,-1401,1430
4007,-1740,1118
4008,4700,1785
4009,-189,104
4010,2985,1885
4011,328,293
4012,174,713
4013,-690,366
4014,-5029,3731
4015,1331,2527
4016,433,289
4017,-1996,2229
4018,-1500,1339
4019,-1701,5568
4020,1071,4965
4021,622,2405
4022,-2266,3522
4023,-743,2241
4024,4857,6431
4025,-563,2065
4026,1762,7484
4027,1588,2422
4028,-1678,4161
4029,-1313,2470
4030,-360,2800
4031,-439,1410
4032,1967,8722
4033,-1507,1666
4034,-792,1813
4035,-1773,1910
4036,-2770,2393
4037,8,18
4038,-183,237
4039,-292,599
4040,0,-
4041,417,1194
4042,0,-
4043,2308,6141
4044,-2290,6969
4045,3521,7210
4046,-2056,6174
4047,-2633,4752
4048,-2878,7046
4049,-3013,3510
4050,4681,8054
4051,394,6695
4052,525,5676
4053,2278,8817
4054,1598,3152
4055,-1811,2562
4056,-580,1743
4057,-564,368
4058,4724,4618
4059,-1141,1044
4060,-1099,1136
4061,-839,914
4062,-1399,2740
4063,-92,924
4064,-101,103
4065,1265,240
4066,77,950
4067,-1780,2796
4068,-66,69
4069,-1449,1546
4070,-623,439
4071,-534,839
4072,-306,826
4073,-414,1028
4074,-166,94
4075,366,411
4076,-116,91
4077,-472,612
4078,-1374,1902
4079,1822,3702
4080,-928,2352
4081,1650,1434
4082,394,1589
4083,-1548,1702
4084,-722,1912
4085,-1327,1954
4086,-1755,3563
4087,-825,1057
4088,852,2970
4089,-389,871
4090,-139,687
4091,-17,2027
4092,227,2131
4093,3090,3320
4094,565,6738
4095,1364,1919
4096,2542,4967
4097,1125,2354
4098,3118,2437
4099,-328,1367
4100,-47,50
4101,-902,3256
4102,1630,4324
4103,29,213
4104,624,4931
4105,-181,117
4106,195,311
4107,417,4758
4108,1158,7036
4109,-1012,4918
4110,-38,723
4111,-611,500
4112,427,1032
4113,-33,900
4114,142,882
4115,-1427,4195
4116,-269,1311
4117,77,969
4118,3098,5550
4119,-85,51
4120,1692,2571
4121,0,-
4122,-299,1084
4123,-302,1216
4124,0,-
4125,-86,963
4126,-90,69
4127,2013,2426
4128,-953,1255
4129,-1820,2217
4130,-17,12
4131,-68,43
4132,-888,779
4133,-311,331
4134,-212,195
4135,112,2181
4136,19,159
4137,-522,2484
4138,-48,20
4139,-142,254
4140,-311,1913
4141,0,-
4142,-895,2574
4143,-63,321
4144,-264,927
4145,-28,14
4146,-262,6202
4147,-1650,1693
4148,-1102,1016
4149,121,8327
4150,-862,632
4151,1315,5716
4152,-1487,4584
4153,-627,3603
4154,-1073,2722
4155,-671,2748
4156,-261,5507
4157,-281,1167
4158,1373,4284
4159,-912,2629
4160,-722,4321
4161,261,5027
4162,643,3698
4163,3802,5245
4164,855,3982
4165,-455,1840
4166,1217,3652
4167,1404,4424
4168,-1174,1482
4169,-702,3496
4170,-669,1234
4171,268,3061
4172,-315,642
4173,667,4987
4174,-411,473
4175,-700,3072
4176,-1423,1549
4177,-903,6343
4178,-763,2474
4179,229,4131
4180,441,7137
4181,-430,1954
4182,1044,4120
4183,-1450,5457
4184,184,4279
4185,-819,913
4186,-685,1550
4187,-520,740
4188,-556,5045
4189,-1421,4136
4190,238,311
4191,1300,5506
4192,-802,480
4193,-891,6431
4194,-1258,2590
4195,1504,2571
4196,564,2752
4197,-1408,2501
4198,-898,2426
4199,-481,3393
4200,-316,3943
4201,2025,7290
4202,1603,6353
4203,-520,2702
4204,-266,2410
4205,1364,6072
4206,-327,4370
4207,27,1119
4208,-407,4206
4209,-512,942
4210,-367,676
4211,688,3577
4212,-626,2554
4213,1229,5739
4214,919,4176
4215,-484,283
4216,-924,2099
4217,-416,3336
4218,-498,1207
4219,2073,5091
4220,-117,679
4221,-1849,5036
4222,-340,603
4223,1711,5134
4224,-1072,4013
4225,169,1206
4226,-48,4364
4227,-1799,1289
4228,-961,538
4229,1216,2255
4230,-1681,1416
4231,-1386,2517
4232,645,2400
4233,1082,2145
4234,556,3845
4235,13,3438
4236,-2462,3432
4237,3812,4160
4238,-3588,2208
4239,-2033,3292
4240,-696,965
4241,-278,2469
4242,3541,2189
4243,-1099,4082
4244,3066,1231
4245,922,3533
4246,473,931
4247,-624,3418
4248,-843,937
4249,2750,3134
4250,286,2268
4251,-1919,1654
4252,2553,3632
4253,-580,899
4254,-625,1380
4255,1460,2764
4256,-243,1807
4257,2375,3622
4258,-1659,2872
4259,-320,209
4260,712,6887
4261,-634,735
4262,-1049,1161
4263,565,3487
4264,-567,3172
4265,-149,1521
4266,-550,3663
total,-24348,685364
