No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-7414,5284,6,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,531,2242,7,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2907,4401,12,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-3397,3487,5,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2282,1573,2,-
4006,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2734,4024,10,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-3095,1781,2,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1981,2989,15,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,5211,2019,32,3
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-4449,2684,3,-
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2215,3314,14,1
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,8161,1712,36,2
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-4802,2955,4,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-213,2679,16,-
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-3876,2706,7,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,951,2899,23,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,4123,2596,33,1
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-5351,3708,6,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-5598,6279,14,5
4020,魔法少女まどか☆ﾏｷﾞｶ,-632,5636,11,12
4021,魔法少女まどか☆ﾏｷﾞｶ,2395,3752,11,7
4022,魔法少女まどか☆ﾏｷﾞｶ,7416,7517,20,11
4023,魔法少女まどか☆ﾏｷﾞｶ,-2092,7521,15,19
4024,魔法少女まどか☆ﾏｷﾞｶ,-2064,3979,7,5
4025,魔法少女まどか☆ﾏｷﾞｶ,-254,6326,17,9
4026,魔法少女まどか☆ﾏｷﾞｶ,-703,5309,20,10
4027,魔法少女まどか☆ﾏｷﾞｶ,-2916,2157,3,3
4028,魔法少女まどか☆ﾏｷﾞｶ,4889,4925,14,10
4029,魔法少女まどか☆ﾏｷﾞｶ,-3096,6253,14,15
4030,SLOT魔法少女まどかﾏｷﾞｶ2,3892,8755,34,36
4031,SLOT魔法少女まどかﾏｷﾞｶ2,1321,5474,16,15
4032,SLOT魔法少女まどかﾏｷﾞｶ2,-164,5275,24,21
4033,SLOT魔法少女まどかﾏｷﾞｶ2,2538,6572,20,25
4034,SLOT魔法少女まどかﾏｷﾞｶ2,5453,6217,27,27
4035,花の慶次~天を穿つ戦槍~,-24,1487,11,4
4036,花の慶次~天を穿つ戦槍~,1548,1634,24,7
4037,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-1422,2664,10,9
4038,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-696,1353,8,3
4039,ﾊﾟﾁｽﾛ北斗　転生の章,-1976,2585,17,4
4040,ﾊﾟﾁｽﾛ北斗　転生の章,4872,3746,85,17
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-606,898,7,3
4042,ﾊﾟﾁｽﾛ北斗　転生の章,-3382,3726,23,8
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1280,6022,50,30
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,258,6571,50,30
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,230,6013,42,28
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-2773,5019,33,13
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-875,7717,66,41
4048,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,616,6397,45,34
4049,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1781,5448,38,21
4050,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-3203,5193,27,10
4051,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,422,7405,62,37
4052,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-29,7372,63,43
4053,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-3557,7872,50,23
4054,押忍!番長3,-2432,2204,3,-
4055,押忍!番長3,1033,2270,35,5
4056,押忍!番長3,-769,740,1,-
4057,押忍!番長3,-1820,5498,37,3
4058,押忍!番長3,1394,1781,31,5
4059,押忍!番長3,-1269,1309,3,-
4060,押忍!番長3,1042,3374,42,5
4061,押忍!番長3,-1890,1862,3,-
4062,押忍!番長3,-1378,4527,32,4
4063,地獄少女 宵伽,-176,408,2,-
4064,地獄少女 宵伽,-585,893,3,-
4065,地獄少女 宵伽,-221,353,1,-
4066,地獄少女 宵伽,-643,1781,6,-
4067,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-751,498,1,-
4068,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-1000,1254,5,2
4069,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,7119,6269,33,72
4070,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-259,152,-,-
4071,GI優駿倶楽部,-1404,1652,4,-
4072,GI優駿倶楽部,-1059,1574,7,-
4073,GI優駿倶楽部,-882,1422,5,-
4074,GI優駿倶楽部,-1452,1820,6,-
4075,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-2313,3251,13,8
4076,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-626,872,4,2
4077,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-552,1936,13,4
4078,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-242,577,2,2
4079,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-2449,4467,25,1
4080,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-1155,4382,33,4
4081,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-1890,1930,4,-
4082,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-764,4342,32,3
4083,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1732,3577,28,-
4084,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-4229,4061,19,-
4085,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-3342,2520,6,-
4086,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,319,3490,42,-
