No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-3129,5234,15,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2274,2155,3,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-3196,3720,12,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-4297,3129,5,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-4255,3853,8,-
4006,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1617,960,1,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-5176,3155,4,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-4357,2523,3,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1169,2303,12,1
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-3892,2561,4,-
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,765,794,8,1
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2635,2910,11,1
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2707,1528,1,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,3653,1786,26,1
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-771,506,1,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-408,4283,29,1
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-662,994,5,-
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-4835,4339,15,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-2201,2366,5,4
4020,魔法少女まどか☆ﾏｷﾞｶ,-503,420,-,1
4021,魔法少女まどか☆ﾏｷﾞｶ,908,5556,12,14
4022,魔法少女まどか☆ﾏｷﾞｶ,4456,5492,10,13
4023,魔法少女まどか☆ﾏｷﾞｶ,-2066,2965,8,5
4024,魔法少女まどか☆ﾏｷﾞｶ,-569,1493,5,2
4025,魔法少女まどか☆ﾏｷﾞｶ,-291,571,2,-
4026,魔法少女まどか☆ﾏｷﾞｶ,2283,6375,23,10
4027,魔法少女まどか☆ﾏｷﾞｶ,-1456,1542,2,3
4028,魔法少女まどか☆ﾏｷﾞｶ,-349,3209,8,4
4029,魔法少女まどか☆ﾏｷﾞｶ,-133,2307,7,2
4030,SLOT魔法少女まどかﾏｷﾞｶ2,-597,911,2,3
4031,SLOT魔法少女まどかﾏｷﾞｶ2,-672,1626,7,5
4032,SLOT魔法少女まどかﾏｷﾞｶ2,-299,174,-,-
4033,SLOT魔法少女まどかﾏｷﾞｶ2,-174,876,2,4
4034,SLOT魔法少女まどかﾏｷﾞｶ2,1052,3982,16,10
4035,SLOT魔法少女まどかﾏｷﾞｶ2,114,1766,8,5
4036,花の慶次~天を穿つ戦槍~,-241,227,-,-
4037,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-294,262,-,-
4038,ﾊﾟﾁｽﾛ 北斗 新伝説創造,881,296,15,1
4039,ﾊﾟﾁｽﾛ北斗　転生の章,-1299,3025,30,9
4040,ﾊﾟﾁｽﾛ北斗　転生の章,6920,2775,81,9
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-2183,2335,15,7
4042,ﾊﾟﾁｽﾛ北斗　転生の章,46,1332,17,4
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,7739,7545,81,61
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-995,1338,8,3
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-628,2281,14,6
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1912,2763,16,9
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1544,5389,43,24
4048,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1461,3940,31,14
4049,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-515,559,4,1
4050,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,204,4347,38,23
4051,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-761,772,3,1
4052,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,6516,8089,67,51
4053,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1650,1863,12,3
4054,押忍!番長3,3468,1812,47,5
4055,押忍!番長3,-6,2,-,-
4056,押忍!番長3,2497,1167,31,9
4057,押忍!番長3,6,3321,33,6
4058,押忍!番長3,3553,1261,38,9
4059,押忍!番長3,-515,724,2,-
4060,押忍!番長3,820,1246,24,-
4061,押忍!番長3,43,970,9,1
4062,押忍!番長3,-752,2328,18,3
4063,地獄少女 宵伽,0,-,-,-
4064,地獄少女 宵伽,-375,351,1,-
4065,地獄少女 宵伽,3196,264,4,-
4066,地獄少女 宵伽,-177,248,-,-
4067,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-512,1311,9,2
4068,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-1267,987,1,-
4069,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-94,64,-,-
4070,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-733,938,3,1
4071,GI優駿倶楽部,-846,1325,4,-
4072,GI優駿倶楽部,-738,735,1,-
4073,GI優駿倶楽部,-822,1194,4,-
4074,GI優駿倶楽部,1845,2067,38,-
4075,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-5,457,4,3
4076,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-1119,1260,2,2
4077,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-142,163,-,-
4078,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-221,360,1,1
4079,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-77,1414,11,2
4080,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,860,1156,15,2
4081,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-1008,2201,12,1
4082,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-1344,1609,3,-
4083,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-940,892,4,-
4084,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-2283,1746,5,-
4085,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-607,526,2,-
4086,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1953,1625,5,-
4087,ﾆｭｰﾊﾟﾙｻｰSPII,-615,1285,3,3
4088,ﾆｭｰﾊﾟﾙｻｰSPII,-103,64,-,-
4089,ﾆｭｰﾊﾟﾙｻｰSPII,-97,69,-,-
4090,ﾆｭｰﾊﾟﾙｻｰSPII,-437,1183,2,5
4091,ﾊﾞｰｻｽ,-466,946,1,4
4092,ﾊﾞｰｻｽ,-514,527,1,-
4093,ﾊﾞｰｻｽ,-467,276,-,-
4094,ﾊﾞｰｻｽ,2879,3753,19,15
4095,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-1032,860,-,2
4096,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,676,2135,7,4
4097,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-342,1890,5,4
4098,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-970,961,1,-
4099,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-395,276,-,-
4100,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-48,32,-,-
4101,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-327,196,-,-
4102,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-492,418,-,1
4103,ｸﾚｱの秘宝伝 眠りの塔,-381,568,1,1
