No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-5136,6742,19,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1059,3709,14,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,2197,4978,22,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-3531,3280,8,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,1697,3164,11,-
4006,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,289,1580,12,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2521,3050,12,1
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-750,2538,15,1
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,3396,2560,29,1
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,4379,2006,28,1
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-5117,3396,6,-
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1904,1626,18,1
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-81,3411,23,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,3419,1867,24,1
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2976,3410,14,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,6850,2615,41,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1050,1989,17,1
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,4176,2650,31,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-2526,3642,13,2
4020,魔法少女まどか☆ﾏｷﾞｶ,-1463,7365,18,8
4021,魔法少女まどか☆ﾏｷﾞｶ,-1882,4861,12,11
4022,魔法少女まどか☆ﾏｷﾞｶ,3400,7096,14,15
4023,魔法少女まどか☆ﾏｷﾞｶ,-132,3487,13,5
4024,魔法少女まどか☆ﾏｷﾞｶ,-660,3819,16,2
4025,魔法少女まどか☆ﾏｷﾞｶ,-889,5241,9,8
4026,魔法少女まどか☆ﾏｷﾞｶ,3070,4142,15,7
4027,魔法少女まどか☆ﾏｷﾞｶ,-1568,4720,6,13
4028,魔法少女まどか☆ﾏｷﾞｶ,311,3985,9,7
4029,魔法少女まどか☆ﾏｷﾞｶ,1492,5018,15,5
4030,SLOT魔法少女まどかﾏｷﾞｶ2,95,2147,5,5
4031,SLOT魔法少女まどかﾏｷﾞｶ2,2892,6590,18,21
4032,SLOT魔法少女まどかﾏｷﾞｶ2,3883,7928,30,32
4033,SLOT魔法少女まどかﾏｷﾞｶ2,-1721,2904,6,5
4034,SLOT魔法少女まどかﾏｷﾞｶ2,284,3628,11,12
4035,SLOT魔法少女まどかﾏｷﾞｶ2,-653,1112,1,2
4036,花の慶次~天を穿つ戦槍~,-390,2000,10,4
4037,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-1045,2017,9,5
4038,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-970,1331,1,6
4039,ﾊﾟﾁｽﾛ北斗　転生の章,-1938,1449,4,2
4040,ﾊﾟﾁｽﾛ北斗　転生の章,-3467,3442,18,7
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-1893,4816,47,12
4042,ﾊﾟﾁｽﾛ北斗　転生の章,1979,1760,38,6
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,224,8068,66,35
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,104,4946,40,22
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1638,6888,51,31
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-4757,7483,48,22
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-2654,6181,43,23
4048,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-859,5100,34,17
4049,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1536,7472,56,41
4050,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,9535,8499,79,48
4051,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1658,7097,50,25
4052,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1895,8405,63,41
4053,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1057,6322,44,20
4054,押忍!番長3,3855,3933,77,7
4055,押忍!番長3,-1878,3061,13,-
4056,押忍!番長3,-845,2999,22,2
4057,押忍!番長3,-2119,3487,16,3
4058,押忍!番長3,-526,3173,27,1
4059,押忍!番長3,-404,4624,38,6
4060,押忍!番長3,-2792,3282,10,-
4061,押忍!番長3,-564,5520,55,6
4062,押忍!番長3,-2543,3126,13,-
4063,地獄少女 宵伽,16,1867,8,-
4064,地獄少女 宵伽,1624,5025,23,-
4065,地獄少女 宵伽,-937,891,3,-
4066,地獄少女 宵伽,-656,843,2,-
4067,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,4821,3595,16,52
4068,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-579,2636,14,8
4069,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-1111,970,3,-
4070,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,535,3960,15,25
4071,GI優駿倶楽部,-309,855,4,-
4072,GI優駿倶楽部,-657,1079,2,-
4073,GI優駿倶楽部,1584,2475,35,-
4074,GI優駿倶楽部,-777,786,2,-
4075,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,2021,2607,47,12
4076,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-875,1184,4,3
4077,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-1284,1592,4,3
4078,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-418,924,4,4
4079,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,124,6363,62,6
4080,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,3834,3333,65,6
4081,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,5507,3644,92,6
4082,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,3856,4450,85,5
4083,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1728,2986,23,-
4084,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-894,2445,20,-
4085,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-2580,2815,15,-
4086,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1308,2033,14,-
4087,ﾆｭｰﾊﾟﾙｻｰSPII,78,4605,18,8
4088,ﾆｭｰﾊﾟﾙｻｰSPII,-892,1911,4,3
4089,ﾆｭｰﾊﾟﾙｻｰSPII,-1770,2924,4,10
4090,ﾆｭｰﾊﾟﾙｻｰSPII,-925,1600,3,4
4091,ﾊﾞｰｻｽ,2163,7563,30,27
4092,ﾊﾞｰｻｽ,1024,1896,9,6
4093,ﾊﾞｰｻｽ,-1820,1898,1,6
4094,ﾊﾞｰｻｽ,-1076,2803,6,9
4095,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-844,4691,9,13
4096,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-789,3296,7,8
4097,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-1126,1894,2,6
4098,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-743,2376,6,5
4099,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-9,983,2,8
4100,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,2611,4516,15,36
4101,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-217,140,-,-
4102,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-2116,2564,9,4
4103,ｸﾚｱの秘宝伝 眠りの塔,-1226,1292,2,1
4104,ｸﾚｱの秘宝伝 眠りの塔,-133,3049,11,6
4105,ｸﾚｱの秘宝伝 眠りの塔,1156,6683,25,18
4106,押忍!番長A,2597,8006,33,34
4107,押忍!番長A,-250,1896,6,4
4108,押忍!番長A,610,4255,16,14
4109,SLOT魔法少女まどかﾏｷﾞｶA,-987,2008,6,3
4110,SLOT魔法少女まどかﾏｷﾞｶA,105,2097,9,4
4111,SLOT魔法少女まどかﾏｷﾞｶA,-364,2772,11,7
4112,ﾊﾅﾋﾞ,-598,1326,3,2
4113,ﾊﾅﾋﾞ,300,2702,10,5
4114,ﾊﾅﾋﾞ,-17,3478,9,11
4115,ﾊﾅﾋﾞ,-421,384,-,-
4116,ﾊﾅﾋﾞ,1505,6613,22,27
4117,ﾊﾅﾋﾞ,104,6844,20,24
4118,ｴｳﾞｧﾝｹﾞﾘｵﾝ･ﾏｺﾞｺﾛを君に2,286,5158,14,8
4119,ﾊﾟﾁｽﾛ 蒼穹のﾌｧﾌﾅｰ,-364,5791,32,12
4120,ﾊﾟﾁｽﾛ BLOOD+ 二人の女王,-1569,2507,4,7
4121,ﾊﾟﾁｽﾛ 織田信奈の野望,-829,1203,7,2
4122,ﾊﾟﾁｽﾛ 討鬼伝,2737,2258,36,5
4123,ﾊﾟﾁｽﾛ ﾘﾝｸﾞ 終焉ﾉ刻,-680,1729,5,3
4124,盗忍!剛衛門,-1926,2065,3,2
4125,戦国乙女2,-1490,1909,4,3
4126,ﾊﾟﾁｽﾛ 呪怨,176,2360,15,12
4127,ｱｶｷﾞ 闇に降り立った天才,120,3584,4,35
4128,悪魔城ﾄﾞﾗｷｭﾗ LoS,-214,1999,4,18
4129,燃えよ!功夫淑女ﾄﾞﾗｺﾞﾝ,1036,2070,9,14
4130,回胴性ﾐﾘｵﾝｱｰｻｰ,2545,5998,19,21
4131,盗忍!剛衛門,-535,584,1,1
4132,ﾊﾟﾁｽﾛ ｺﾞﾙｺﾞ13,385,2955,16,7
4133,恵比寿ﾏｽｶｯﾂ,646,2149,20,5
4134,ﾊﾟﾁｽﾛ ｶﾞｰﾙﾌﾚﾝﾄﾞ(仮),-699,744,1,1
4135,防空少女ﾗﾌﾞｷｭｰﾚ,-678,800,3,1
4136,ﾊﾟﾁｽﾛ 北斗修羅の国篇,1949,3382,45,19
4137,政宗2,-986,4090,16,8
4138,ぱちｽﾛ ｳﾙﾄﾗｾﾌﾞﾝ,-1909,4609,24,21
4139,SLOTﾃﾞﾋﾞﾙﾏﾝχ,-778,667,1,-
4140,ﾊﾟﾁｽﾛ 閃乱ｶｸﾞﾗ,3411,5743,22,12
4141,ﾊﾟﾁｽﾛ 黒神 The Animation,-748,922,3,1
4142,十字架3,-1785,3540,23,-
4143,ﾊﾟﾁｽﾛ AKB48 勝利の女神,-2783,5533,39,16
4144,ﾊﾟﾁｽﾛ AKB48ﾊﾞﾗの儀式,1702,8140,29,25
4145,ﾌﾞﾗｯｸﾗｸﾞｰﾝ3,2004,4139,16,14
4146,ﾊﾟﾁｽﾛ 亜人,-265,1809,5,8
4147,ﾊﾟﾁｽﾛ化物語,6537,2560,70,12
4148,ﾏｼﾞｶﾙﾊﾛｳｨﾝ5,2360,5204,29,82
4149,ﾏｲｼﾞｬｸﾞﾗｰIII,-1187,5893,17,17
4150,ﾏｲｼﾞｬｸﾞﾗｰIII,-1278,2496,5,5
4151,ﾏｲｼﾞｬｸﾞﾗｰIII,-1056,3473,11,5
4152,ﾏｲｼﾞｬｸﾞﾗｰIII,1496,6079,28,15
4153,ﾏｲｼﾞｬｸﾞﾗｰIII,737,4948,22,11
4154,ﾏｲｼﾞｬｸﾞﾗｰIII,-1542,1961,3,2
4155,ﾏｲｼﾞｬｸﾞﾗｰIII,4567,8200,40,31
4156,ﾏｲｼﾞｬｸﾞﾗｰIII,-251,2672,8,9
4157,ﾏｲｼﾞｬｸﾞﾗｰIII,-402,2939,10,8
4158,ﾏｲｼﾞｬｸﾞﾗｰIII,1888,8167,33,29
4159,ﾏｲｼﾞｬｸﾞﾗｰIII,-465,1453,5,2
4160,ﾏｲｼﾞｬｸﾞﾗｰIII,3035,8076,37,26
4161,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,-1294,2037,5,5
4162,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,-687,6984,22,28
4163,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,-463,6900,22,21
4164,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,-610,5196,17,14
4165,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,-1134,5201,13,19
4166,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,-842,7216,23,21
4167,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,-279,2430,9,4
4168,ﾏｲｼﾞｬｸﾞﾗｰII 2013年,2792,7295,32,26
4169,ﾌｧﾝｷｰｼﾞｬｸﾞﾗｰ,2247,7239,30,27
4170,ﾌｧﾝｷｰｼﾞｬｸﾞﾗｰ,-722,2468,8,-
4171,ﾌｧﾝｷｰｼﾞｬｸﾞﾗｰ,72,6410,24,17
4172,ﾌｧﾝｷｰｼﾞｬｸﾞﾗｰ,580,3892,19,7
4173,ﾌｧﾝｷｰｼﾞｬｸﾞﾗｰ,-579,1932,6,1
