No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1895,4421,18,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,1361,2731,11,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-879,3319,14,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1350,4030,16,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-4398,5490,15,-
4006,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,230,2152,8,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-4101,3755,12,1
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2522,2170,6,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1925,2592,11,-
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,2931,2144,25,2
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1748,3741,32,1
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-8,1277,9,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,2249,1923,20,1
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,5251,1568,27,-
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1836,4535,24,2
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1611,3228,17,1
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2215,2417,8,-
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-169,3583,22,1
4019,魔法少女まどか☆ﾏｷﾞｶ,-618,6273,12,15
4020,魔法少女まどか☆ﾏｷﾞｶ,-1361,1378,4,-
4021,魔法少女まどか☆ﾏｷﾞｶ,2779,4441,12,7
4022,魔法少女まどか☆ﾏｷﾞｶ,-2148,3903,9,10
4023,魔法少女まどか☆ﾏｷﾞｶ,407,5045,14,15
4024,魔法少女まどか☆ﾏｷﾞｶ,-1865,2230,5,3
4025,魔法少女まどか☆ﾏｷﾞｶ,694,2363,8,4
4026,魔法少女まどか☆ﾏｷﾞｶ,-773,5447,15,13
4027,魔法少女まどか☆ﾏｷﾞｶ,-1390,4176,9,8
4028,魔法少女まどか☆ﾏｷﾞｶ,-1601,3799,12,7
4029,魔法少女まどか☆ﾏｷﾞｶ,-1150,2056,7,3
4030,SLOT魔法少女まどかﾏｷﾞｶ2,-782,3081,6,8
4031,SLOT魔法少女まどかﾏｷﾞｶ2,2096,7666,32,24
4032,SLOT魔法少女まどかﾏｷﾞｶ2,936,7027,25,21
4033,SLOT魔法少女まどかﾏｷﾞｶ2,-363,3308,7,6
4034,SLOT魔法少女まどかﾏｷﾞｶ2,1860,7171,31,24
4035,花の慶次~天を穿つ戦槍~,-132,92,-,-
4036,花の慶次~天を穿つ戦槍~,-848,750,1,1
4037,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-352,1001,9,2
4038,ﾊﾟﾁｽﾛ 北斗 新伝説創造,0,-,-,-
4039,ﾊﾟﾁｽﾛ北斗　転生の章,6327,2001,68,5
4040,ﾊﾟﾁｽﾛ北斗　転生の章,-1664,1458,6,2
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-3202,3085,15,6
4042,ﾊﾟﾁｽﾛ北斗　転生の章,-3379,3987,25,9
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1780,7573,48,29
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1610,5501,42,20
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-3200,6537,40,16
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1366,7688,49,26
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-4397,7275,35,18
4048,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,3824,8833,86,60
4049,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1087,7132,49,30
4050,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,3143,8111,69,43
4051,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,5671,8060,67,52
4052,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-890,7275,58,29
4053,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1776,7255,58,38
4054,押忍!番長3,-2669,3769,15,1
4055,押忍!番長3,-350,1621,14,2
4056,押忍!番長3,-1359,4015,31,5
4057,押忍!番長3,-174,1517,13,3
4058,押忍!番長3,1856,1662,33,6
4059,押忍!番長3,1738,4485,60,11
4060,押忍!番長3,-1103,1373,4,1
4061,押忍!番長3,2130,936,28,3
4062,押忍!番長3,-461,1700,13,2
4063,地獄少女 宵伽,-189,1030,1,-
4064,地獄少女 宵伽,-617,918,3,-
4065,地獄少女 宵伽,-251,199,-,-
4066,地獄少女 宵伽,-2095,2371,4,-
4067,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-947,994,3,1
4068,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-1033,937,3,1
4069,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-394,673,3,2
4070,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,3587,6243,31,51
4071,GI優駿倶楽部,-741,1558,12,-
4072,GI優駿倶楽部,-465,947,4,-
4073,GI優駿倶楽部,-324,1043,4,-
4074,GI優駿倶楽部,-252,2806,13,-
4075,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-972,1290,4,3
4076,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-903,1715,8,5
4077,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,242,2638,29,11
4078,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-111,195,1,1
4079,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,2541,3160,57,6
4080,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,5884,1879,79,4
4081,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-541,2778,20,3
4082,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-729,2611,17,2
4083,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1780,1315,2,-
4084,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,139,2188,27,-
4085,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1339,1024,2,-
4086,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1893,1427,6,-
4087,ﾆｭｰﾊﾟﾙｻｰSPII,-997,3182,9,6
4088,ﾆｭｰﾊﾟﾙｻｰSPII,-310,4247,14,10
4089,ﾆｭｰﾊﾟﾙｻｰSPII,619,3282,13,8
4090,ﾆｭｰﾊﾟﾙｻｰSPII,-634,2047,6,5
4091,ﾊﾞｰｻｽ,-1337,2354,3,8
4092,ﾊﾞｰｻｽ,565,3966,16,8
4093,ﾊﾞｰｻｽ,-496,2303,6,6
4094,ﾊﾞｰｻｽ,-766,639,-,1
4095,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-1209,3892,10,4
4096,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-717,1145,2,2
4097,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-468,5999,15,15
4098,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-516,781,1,1
4099,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,340,5404,29,30
4100,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-572,1176,5,2
4101,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-598,1002,4,2
4102,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-512,3689,10,13
4103,ｸﾚｱの秘宝伝 眠りの塔,195,1802,8,2
