No,Payout,Rotation,Big,Reg
4180,-589,2194,7,4
4181,-553,2198,7,5
4182,-423,2860,10,5
4183,4,2812,9,12
4184,11,4045,13,14
4185,-747,1760,4,4
4186,77,384,2,-
4187,1961,5735,23,27
4188,-701,589,-,1
4189,-1416,1289,-,3
4190,859,5967,24,17
4191,422,502,3,-
4192,1761,3899,19,12
4193,796,1970,9,7
4194,721,5705,21,19
4195,791,1310,8,2
4196,-518,5171,18,13
4197,-477,513,1,-
4198,492,2118,11,4
4199,-166,5763,20,19
4200,-773,3395,10,10
4201,195,6256,20,29
4202,-535,1325,3,5
4203,-910,1641,3,6
4204,-238,3927,14,10
4205,-1044,1019,1,2
4206,441,4375,20,8
4207,-909,795,1,-
4208,-370,1284,4,3
4209,2379,4999,26,14
4210,-166,283,1,-
4211,466,3373,15,9
4212,1245,4491,21,13
4213,-622,4396,14,14
4214,-376,1519,6,1
4215,-1718,1109,-,-
4216,-29,3489,13,11
4217,-697,4405,12,18
4218,-171,538,2,1
4219,-603,2095,6,6
4220,1646,5083,23,16
4221,280,2379,11,5
4222,-173,325,1,-
4223,-1439,3856,10,9
4224,-639,2110,17,2
4225,-2614,2420,11,2
4226,-1399,2447,17,2
4227,852,1808,18,5
4228,-3998,4225,16,10
4229,-1137,2565,14,9
4230,3074,3790,42,14
4231,-395,585,2,3
4232,965,3305,28,14
4233,811,1851,16,9
4234,-1068,1219,6,2
4235,-919,1574,11,2
4236,-651,3585,25,11
4237,-4399,3657,12,6
4238,-824,1386,9,2
4239,-1692,3974,23,12
4240,260,2317,16,11
4241,-1387,1813,9,4
4242,-1140,3112,19,9
4243,-824,1876,12,4
4244,-1659,4732,27,17
4245,10,3701,27,12
4246,-917,2171,14,5
4247,-722,1748,10,5
4248,-1867,2925,18,5
4249,2439,2111,28,7
4250,2217,1031,15,8
4251,-3395,3549,14,7
4252,775,5642,20,27
4253,529,2201,10,7
4254,-737,1298,3,2
4255,970,4977,18,19
4256,-238,1529,6,2
4257,113,3864,12,15
4258,-588,524,-,1
4259,-776,4508,12,18
4260,-331,925,3,1
4261,-1603,1968,3,3
4262,-382,1834,6,4
4263,906,3498,16,7
4264,1847,6455,28,19
4265,-316,1027,4,-
4266,809,3881,17,10
total,24420,678976,-,-
