No,Payout,Rotation,Big,Reg
4141,-284,247,-,-
4142,201,1526,21,-
4143,-687,633,1,1
4144,-315,1788,6,2
4145,4805,6190,34,33
4146,219,4934,17,19
4147,-1195,2618,21,7
4148,381,3336,23,42
4149,-2153,3248,3,14
4150,958,8804,32,29
4151,-524,2553,7,8
4152,870,5009,21,15
4153,-787,5488,19,13
4154,-646,3000,8,9
4155,-1119,5479,18,12
4156,-738,2380,6,6
4157,933,7080,26,24
4158,-649,2300,6,7
4159,-1407,2324,5,4
4160,-841,5127,15,15
4161,678,4503,20,10
4162,-1406,7754,22,27
4163,212,7745,25,30
4164,-432,2713,8,9
4165,-1438,2436,5,5
4166,-1081,1528,3,2
4167,1127,6571,27,19
4168,-739,1459,4,1
4169,-1514,2929,8,2
4170,-820,1374,3,3
4171,-909,3234,10,5
4172,-191,1046,4,-
4173,-22,2559,8,9
4174,-1635,2874,5,9
4175,-361,2116,8,1
4176,530,6312,24,20
4177,-870,1452,3,2
4178,-1308,2707,4,11
4179,-1591,1851,3,1
4180,-765,2701,7,7
4181,-377,468,1,-
4182,152,4034,13,16
4183,-1217,4187,10,16
4184,-549,1747,5,4
4185,-489,783,2,1
4186,-472,1151,3,2
4187,-17,3897,14,11
4188,-1712,4232,11,10
4189,-468,4337,15,8
4190,-598,1185,3,2
4191,-294,1827,6,5
4192,-566,1936,6,4
4193,538,2425,11,5
4194,-555,2203,6,8
4195,-1053,2807,6,7
4196,-706,1238,3,2
4197,275,1701,8,2
4198,-1050,3085,7,9
4199,-731,3640,12,10
4200,-1800,2075,3,2
4201,1598,5439,26,14
4202,219,5986,26,12
4203,-1122,4455,13,11
4204,-769,3222,10,9
4205,-1563,2767,5,8
4206,-1418,1992,4,4
4207,-1058,2062,5,5
4208,209,5389,22,16
4209,-821,1087,2,2
4210,-818,3449,11,10
4211,-888,1262,2,5
4212,573,6411,27,17
4213,-1236,2726,6,8
4214,14,3679,14,9
4215,-1315,1493,2,4
4216,203,5579,23,15
4217,-444,1108,3,3
4218,-1653,6040,15,22
4219,-442,1346,4,3
4220,-719,2781,9,7
4221,-539,4608,17,12
4222,-1367,2015,4,4
4223,1239,7128,27,34
4224,-4548,3929,15,5
4225,1755,2042,23,8
4226,1952,3177,34,10
4227,1104,2254,21,9
4228,61,2543,19,9
4229,-509,4717,27,26
4230,3120,3244,40,10
4231,-832,1722,11,3
4232,-3978,4254,17,9
4233,-1388,2001,10,5
4234,-1236,3886,26,10
4235,-5055,5349,22,12
4236,8625,2233,56,11
4237,-1296,601,-,-
4238,102,2995,26,7
4239,-1212,2414,12,9
4240,-1587,4144,29,6
4241,-2335,4539,22,17
4242,-1177,2630,18,3
4243,-3831,2976,10,2
4244,215,1542,13,6
4245,-2655,2664,10,6
4246,-338,2410,15,10
4247,-3173,4649,23,12
4248,2184,1907,23,8
4249,-703,4425,33,11
4250,-3990,3498,12,6
4251,-1201,4272,29,13
4252,223,4288,15,14
4253,-176,1614,6,3
4254,-645,1039,2,3
4255,2805,7117,34,24
4256,439,1394,8,1
4257,-741,850,1,2
4258,-382,3141,11,7
4259,38,717,3,1
4260,-2302,4051,5,21
4261,-154,1721,6,3
4262,470,3272,14,8
4263,-202,1299,5,2
4264,-468,5602,16,21
4265,-400,809,2,-
4266,-1596,2488,6,3
total,-35044,802594,-,-
