No,Payout,Rotation,Big,Reg
4103,83,3372,10,12
4104,48,198,1,-
4105,273,2977,11,6
4106,328,4113,15,16
4107,-177,4003,12,15
4108,-947,790,-,1
4109,910,1546,9,2
4110,369,5091,20,13
4111,-413,354,-,1
4112,1100,2962,13,8
4113,3721,5542,28,14
4114,-866,1430,2,4
4115,2740,5943,24,21
4116,1059,5823,21,15
4117,1114,5296,20,14
4118,-650,1078,3,-
4119,-2589,2588,8,-
4120,-1315,1379,3,-
4121,100,824,3,1
4122,-1075,5439,38,19
4123,-778,795,-,2
4124,2523,3762,46,12
4125,-93,512,3,1
4126,235,1798,10,4
4127,-2782,2574,-,8
4128,-1674,1669,6,-
4129,-581,2969,12,12
4130,-3496,7055,9,15
4131,1694,1116,21,4
4132,3852,1030,22,2
4133,959,745,9,3
4134,-638,2789,17,11
4135,-1331,956,1,3
4136,128,1839,19,7
4137,496,5345,38,8
4138,-582,969,8,4
4139,1209,2693,14,19
4140,-890,1337,4,1
4141,-93,1716,8,3
4142,-956,1985,15,-
4143,-1531,2745,19,8
4144,1514,6888,34,27
4145,-277,207,-,-
4146,-408,1568,5,5
4147,-1928,2847,19,12
4148,-269,2680,10,32
4149,1513,8443,34,26
4150,681,1672,8,5
4151,1890,7749,33,24
4152,-600,603,1,1
4153,-276,2195,6,7
4154,161,3637,14,9
4155,-55,2346,9,3
4156,-479,2829,7,11
4157,1619,3820,18,11
4158,-457,3343,11,7
4159,-1422,1746,2,5
4160,-375,2872,11,4
4161,205,3742,13,14
4162,-1117,5456,14,19
4163,-293,3951,13,12
4164,-380,2428,7,7
4165,-1757,3606,6,14
4166,157,3471,14,8
4167,40,1939,7,5
4168,-283,5580,19,16
4169,-698,3035,11,5
4170,-693,1058,3,-
4171,361,3334,13,9
4172,-228,794,3,-
4173,266,6386,24,17
4174,-809,1698,3,5
4175,-320,3474,10,14
4176,-709,5470,19,12
4177,-546,1391,4,2
4178,566,6047,19,27
4179,-1113,2288,5,6
4180,1412,3466,17,10
4181,2342,6094,27,25
4182,93,1557,7,2
4183,-1118,3131,8,10
4184,1334,4636,21,13
4185,-266,2092,6,8
4186,-168,4420,15,15
4187,1144,2678,14,5
4188,1087,3366,17,7
4189,-393,1983,7,3
4190,-404,520,1,1
4191,1676,6261,27,22
4192,-621,473,-,-
4193,-1865,4297,10,10
4194,-452,2544,8,8
4195,-1273,4569,10,19
4196,-1404,4097,10,16
4197,963,2322,11,7
4198,429,1315,6,3
4199,-616,1845,5,4
4200,4052,5879,33,17
4201,-994,3474,11,8
4202,-1125,2169,5,6
4203,-1159,1436,2,4
4204,-771,3640,11,10
4205,-407,1297,3,5
4206,2126,6678,33,18
4207,-546,658,1,1
4208,506,4135,17,11
4209,-695,1911,6,4
4210,-1016,3311,10,6
4211,-419,743,2,1
4212,496,5544,20,22
4213,-819,1609,4,2
4214,186,3538,13,12
4215,-208,2455,9,6
4216,1059,5851,24,20
4217,1009,3596,17,11
4218,-989,1843,5,2
4219,-526,492,-,2
4220,2329,6014,32,18
4221,-1296,5796,17,20
4222,1636,7764,33,26
4223,-1698,1676,2,2
4224,-1641,3912,26,7
4225,-1421,3613,25,7
4226,-2489,1573,4,1
4227,-1038,3012,20,8
4228,-809,2006,13,4
4229,-5200,5246,19,13
4230,-2683,2084,5,4
4231,-4742,3756,11,5
4232,-1069,1524,9,2
4233,-1872,2947,17,6
4234,-1337,2770,16,8
4235,-4792,5897,25,16
4236,-1567,1052,2,1
4237,-1903,2276,9,6
4238,8555,3537,62,22
4239,-4259,3543,10,8
4240,-417,3551,23,15
4241,2134,3241,33,15
4242,712,2798,24,10
4243,-3024,3706,15,11
4244,-2683,4609,22,15
4245,-2811,5323,32,12
4246,-1578,2740,15,8
4247,-231,4051,28,15
4248,-2903,1716,3,1
4249,2943,4469,43,23
4250,2610,3883,42,13
4251,-1156,2776,15,11
4252,-904,632,-,1
4253,1004,4866,22,12
4254,-249,402,1,-
4255,572,2666,13,4
4256,-801,621,-,1
4257,-800,2367,7,3
4258,-199,648,2,1
4259,890,4955,21,14
4260,-402,1975,5,8
4261,-140,1938,7,5
4262,-932,1989,5,4
4263,-991,1174,2,1
4264,834,2210,10,6
4265,1812,7600,31,29
4266,-1003,4056,13,6
total,-72909,811141,-,-
