No,Payout,Rotation,Big,Reg
4001,-2883,2769,7,-
4002,-1960,1519,2,-
4003,3708,2884,21,-
4004,-611,541,1,-
4005,5165,2749,27,-
4006,3618,2565,29,2
4007,-1221,890,2,-
4008,-630,771,3,-
4009,-1243,947,2,-
4010,-3374,3285,11,-
4011,-621,792,3,-
4012,320,2441,16,-
4013,2129,655,13,1
4014,-6485,3952,6,-
4015,5043,1638,30,4
4016,-1110,1167,4,-
4017,-449,2791,16,-
4018,-1594,2677,13,-
4019,1727,7789,22,11
4020,-614,4560,12,9
4021,1159,3396,14,6
4022,-1514,4478,8,7
4023,4544,6523,26,11
4024,-3112,4616,12,5
4025,-668,2621,5,6
4026,2397,3171,10,6
4027,-536,5086,14,11
4028,-1428,5470,15,10
4029,7004,7189,30,30
4030,-495,3004,12,10
4031,1084,2702,8,7
4032,-2253,2870,6,5
4033,-915,2717,7,6
4034,-236,371,-,-
4035,105,1930,17,4
4036,-656,597,-,-
4037,1246,1237,26,7
4038,-698,1078,1,3
4039,-2366,2540,15,6
4040,-2885,2159,5,3
4041,-509,408,2,1
4042,6007,3425,86,15
4043,22,4303,24,16
4044,-523,2804,18,11
4045,-436,2079,16,6
4046,-2360,3955,27,10
4047,313,6929,41,30
4048,-1572,6588,50,27
4049,5189,8129,73,46
4050,-1200,2865,13,7
4051,7104,7872,78,60
4052,-1991,3108,23,7
4053,2841,7432,66,39
4054,-871,1181,4,1
4055,-1738,2112,6,-
4056,-223,239,-,-
4057,8742,3856,116,17
4058,-1034,945,1,-
4059,-2184,2264,5,-
4060,-876,1117,4,-
4061,-693,2418,17,2
4062,1703,2282,41,5
4063,0,-,-,-
4064,-1012,1362,4,-
4065,157,473,1,-
4066,-464,517,1,-
4067,-206,149,-,-
4068,-283,1024,5,1
4069,-809,1447,3,5
4070,-1372,1274,1,1
4071,-1122,2507,14,-
4072,-75,36,-,-
4073,-33,269,4,-
4074,-699,917,5,5
4075,-2044,2853,12,6
4076,-83,107,-,-
4077,-328,367,1,1
4078,-1551,1908,5,-
4079,0,-,-,-
4080,1774,1596,36,2
4081,0,-,-,-
4082,-936,812,3,-
4083,-518,312,-,-
4084,-1499,3032,28,-
4085,2036,1155,24,-
4086,-1289,1035,2,-
4087,34,1553,6,3
4088,-69,4580,17,10
4089,-1045,2356,7,2
4090,-204,657,2,1
4091,2997,6820,31,18
4092,-239,2409,8,1
4093,205,1167,5,1
4094,1039,6115,21,18
4095,-47,315,1,-
4096,-48,567,1,2
4097,219,510,2,-
4098,-379,512,1,-
4099,-594,1353,7,5
4100,-9,4,-,-
4101,-387,242,-,-
4102,453,1339,5,7
4103,-1301,864,-,1
4104,-304,210,-,-
4105,-139,91,-,-
4106,-166,6435,23,18
4107,403,3555,13,8
4108,-514,2630,9,7
4109,-299,302,-,1
4110,261,290,2,1
4111,252,233,2,-
4112,-709,1760,3,6
4113,401,1328,6,2
4114,-755,1477,4,3
4115,216,973,3,5
4116,-377,227,-,-
4117,367,6024,19,23
4118,594,1365,5,1
4119,-282,2931,13,2
4120,-555,750,3,-
4121,-1619,2210,15,4
4122,-15,216,1,1
4123,-1243,3597,7,10
4124,-461,1895,13,5
4125,0,-,-,-
4126,-329,264,-,-
4127,-679,1138,2,4
4128,-752,567,1,-
4129,2114,2453,12,20
4130,0,-,-,-
4131,-67,99,-,-
4132,-354,463,1,1
4133,186,774,6,3
4134,-273,254,-,-
4135,1494,3835,24,40
4136,-25,1083,9,3
4137,865,1985,23,4
4138,0,-,-,-
4139,-343,710,3,1
4140,-1337,4829,7,10
4141,-164,166,1,-
4142,1897,1129,33,-
4143,-209,308,-,-
4144,-914,1436,4,3
4145,-211,2487,11,12
4146,-756,1821,9,2
4147,1690,3996,58,19
4148,-634,443,2,-
4149,1330,5127,22,15
4150,951,6623,28,20
4151,-178,329,1,-
4152,141,4517,14,20
4153,-427,2071,3,12
4154,3004,7484,33,28
4155,-801,914,1,1
4156,-410,3286,11,9
4157,-205,2926,10,7
4158,1921,4052,21,9
4159,1127,8121,30,29
4160,-116,505,2,-
4161,-1017,2351,5,6
4162,-1213,2249,5,4
4163,-647,3115,10,9
4164,-216,5289,17,18
4165,-1463,3159,7,8
4166,-237,218,-,1
4167,1271,6836,26,28
