4001,-702
4002,-653
4003,2484
4004,-177
4005,-827
4006,-624
4007,-995
4008,-1109
4009,1000
4010,673
4011,-1149
4012,-1209
4013,3041
4014,-2449
4015,1298
4016,-178
4017,-3790
4018,-587
4019,-1073
4020,-276
4021,-372
4022,1552
4023,-443
4024,-343
4025,-285
4026,-492
4027,-1224
4028,-133
4029,-2817
4030,-8
4031,-883
4032,-107
4033,1029
4034,-534
4035,-527
4036,2175
4037,2223
4038,2565
4039,-865
4040,-765
4041,-1698
4042,-243
4043,4733
4044,756
4045,-2390
4046,2179
4047,-690
4048,1123
4049,1121
4050,11364
4051,-631
4052,0
4053,833
4054,-436
4055,-51
4056,-688
4057,-107
4058,135
4059,385
4060,-534
4061,-505
4062,233
4063,-1310
4064,-789
4065,138
4066,-1873
4067,172
4068,-1445
4069,-612
4070,-3299
4071,-2161
4072,-2233
4073,-563
4074,1022
4075,-838
4076,-576
4077,-432
4078,-498
4079,-1112
4080,-569
4081,-853
4082,2344
4083,1414
4084,5607
4085,-1319
4086,-1064
4087,-1281
4088,747
4089,-148
4090,-1085
4091,1289
4092,1543
4093,1082
4094,-875
4095,-1596
4096,-711
4097,-342
4098,-1249
4099,-766
4100,29
4101,-608
4102,-735
4103,-16
4104,-1645
4105,1799
4106,-2526
4107,-865
4108,-1679
4109,-1279
4110,456
4111,-2715
4112,-767
4113,-2185
4114,-241
4115,-599
4116,-693
4117,-1056
4118,3755
4119,-44
4120,-144
4121,-326
4122,-554
4123,-383
4124,-450
4125,-228
4126,-226
4127,791
4128,-115
4129,816
4130,-672
4131,-189
4132,-617
4133,-1212
4134,-624
4135,-717
4136,-3233
4137,-1272
4138,-665
4139,862
4140,-914
4141,-432
4142,5242
4143,-2161
4144,-1685
4145,-651
4146,-883
4147,1442
4148,453
4149,2632
4150,-563
4151,-311
4152,1144
4153,790
4154,29
4155,32
4156,44
4157,-1005
4158,3574
4159,812
4160,-869
4161,11
4162,500
4163,-315
4164,-1390
4165,-192
4166,-35
4167,117
4168,1848
4169,-954
4170,254
4171,-480
4172,-525
4173,-364
4174,23
4175,-545
4176,-1065
4177,-830
4178,-615
4179,43
4180,-1058
4181,-448
4182,-1961
4183,-323
4184,945
4185,-394
4186,-1148
4187,-333
4188,-1104
4189,-752
4190,1
4191,-1104
4192,402
4193,-1259
4194,-557
4195,282
4196,669
4197,-354
4198,357
4199,-586
4200,1519
4201,-1380
4202,-877
4203,-713
4204,392
4205,1169
4206,66
4207,1004
4208,-207
4209,447
4210,-743
4211,-640
4212,-629
4213,-1328
4214,955
4215,55
4216,-753
4217,-59
4218,1704
4219,-690
4220,-407
4221,-1411
4222,-1013
4223,-132
4224,-938
4225,-1208
4226,2975
4227,-596
4228,-2230
4229,-2232
4230,3401
4231,-2323
4232,1573
4233,-1578
4234,-2519
4235,600
4236,576
4237,-1299
4238,-1576
4239,-657
4240,-177
4241,-2109
4242,-942
4243,1370
4244,-3309
4245,-1900
4246,1968
4247,732
4248,-724
4249,-2941
4250,-607
4251,-815
4252,-868
4253,-47
4254,-421
4255,-598
4256,380
4257,-1060
4258,-977
4259,-824
4260,-1749
4261,212
4262,149
4263,-1009
4264,-1410
4265,1531
4266,1497
total,-60549
