4001,260
4002,-515
4003,196
4004,-75
4005,0
4006,3808
4007,1008
4008,792
4009,-1842
4010,1756
4011,1510
4012,-4364
4013,880
4014,5565
4015,-1458
4016,-2380
4017,1424
4018,-2183
4019,-108
4020,17
4021,-78
4022,356
4023,-526
4024,258
4025,-348
4026,-1215
4027,619
4028,-1192
4029,-651
4030,1546
4031,2559
4032,-813
4033,-1417
4034,1132
4035,2596
4036,-1322
4037,-1252
4038,-2044
4039,3451
4040,-579
4041,790
4042,1603
4043,-345
4044,1741
4045,-481
4046,-916
4047,898
4048,2027
4049,-1167
4050,-1486
4051,3279
4052,-600
4053,-1869
4054,-1096
4055,4120
4056,-176
4057,-214
4058,-172
4059,-1085
4060,-663
4061,-928
4062,-222
4063,-1430
4064,-784
4065,-530
4066,-1620
4067,-589
4068,-461
4069,-484
4070,-451
4071,1817
4072,-194
4073,267
4074,-2124
4075,3216
4076,4769
4077,-1801
4078,250
4079,887
4080,-571
4081,-547
4082,-1107
4083,-418
4084,-2508
4085,-476
4086,-794
4087,-478
4088,-804
4089,1042
4090,44
4091,-1807
4092,453
4093,-148
4094,2329
4095,2451
4096,-1182
4097,326
4098,-97
4099,-32
4100,-2463
4101,-2144
4102,-239
4103,984
4104,-290
4105,-1428
4106,-935
4107,-769
4108,1273
4109,1052
4110,-4207
4111,-217
4112,1573
4113,827
4114,-2939
4115,-638
4116,-240
4117,194
4118,-973
4119,-393
4120,-67
4121,-127
4122,829
4123,-312
4124,718
4125,-45
4126,-503
4127,-506
4128,-927
4129,-1488
4130,-554
4131,-36
4132,2852
4133,-45
4134,-2174
4135,-223
4136,1041
4137,-247
4138,426
4139,3004
4140,-616
4141,762
4142,-1799
4143,-1477
4144,914
4145,468
4146,539
4147,-904
4148,-3995
4149,-1052
4150,-590
4151,-113
4152,566
4153,-655
4154,629
4155,-487
4156,1426
4157,774
4158,-1284
4159,-445
4160,-1331
4161,53
4162,467
4163,-454
4164,1708
4165,-578
4166,-175
4167,-409
4168,-1522
4169,-642
4170,-1530
4171,-444
4172,219
4173,-384
4174,-419
4175,444
4176,81
4177,-662
4178,76
4179,1884
4180,560
4181,1136
4182,770
4183,254
4184,-367
4185,-445
4186,51
4187,-1052
4188,-1115
4189,-139
4190,-437
4191,1519
4192,15
4193,1628
4194,83
4195,66
4196,-1318
4197,-311
4198,-1055
4199,679
4200,114
4201,-1041
4202,-56
4203,835
4204,40
4205,-1531
4206,-660
4207,-1400
4208,210
4209,143
4210,-79
4211,3184
4212,353
4213,328
4214,-308
4215,670
4216,-480
4217,-656
4218,474
4219,35
4220,513
4221,2126
4222,-1562
4223,-1352
4224,-1194
4225,3211
4226,-572
4227,-763
4228,1518
4229,425
4230,-3103
4231,-2974
4232,32
4233,1371
4234,-1363
4235,3810
4236,-738
4237,-1373
4238,-680
4239,-719
4240,837
4241,-4669
4242,-1346
4243,-1871
4244,4703
4245,1196
4246,5
4247,-3270
4248,-1669
4249,956
4250,-555
4251,643
4252,-899
4253,-1163
4254,-764
4255,-1079
4256,-1705
4257,-651
4258,1044
4259,58
4260,1551
4261,316
4262,-416
4263,1176
4264,-181
4265,1654
4266,1181
total,-24098
