4001,-366
4002,-653
4003,1236
4004,-177
4005,-213
4006,-624
4007,-425
4008,-680
4009,534
4010,1630
4011,-987
4012,-289
4013,5045
4014,-821
4015,-2259
4016,-931
4017,-3076
4018,632
4019,-92
4020,-91
4021,0
4022,1359
4023,-137
4024,-81
4025,-117
4026,-6
4027,-927
4028,0
4029,291
4030,722
4031,-361
4032,-486
4033,1717
4034,0
4035,-40
4036,1220
4037,3046
4038,974
4039,638
4040,-206
4041,-350
4042,-243
4043,-1382
4044,1555
4045,-2051
4046,-348
4047,-690
4048,1423
4049,1474
4050,4707
4051,163
4052,0
4053,444
4054,-36
4055,-51
4056,-283
4057,-111
4058,123
4059,-281
4060,-102
4061,-505
4062,-70
4063,-112
4064,309
4065,378
4066,-677
4067,-1301
4068,-248
4069,205
4070,-2619
4071,-288
4072,-1030
4073,-563
4074,-460
4075,21
4076,-69
4077,-337
4078,-94
4079,-144
4080,-569
4081,-1479
4082,1542
4083,1414
4084,4904
4085,-333
4086,74
4087,-985
4088,-81
4089,-148
4090,0
4091,-817
4092,1639
4093,1082
4094,26
4095,-166
4096,-564
4097,-114
4098,-965
4099,-191
4100,-192
4101,-191
4102,-78
4103,419
4104,-435
4105,-860
4106,-449
4107,-195
4108,-1679
4109,-1279
4110,1083
4111,-142
4112,-234
4113,-1538
4114,-238
4115,-2141
4116,-197
4117,-103
4118,1835
4119,-44
4120,-144
4121,-325
4122,0
4123,-218
4124,-433
4125,0
4126,-9
4127,166
4128,266
4129,972
4130,-479
4131,-152
4132,-141
4133,-1284
4134,-479
4135,-362
4136,-1990
4137,-1246
4138,-98
4139,198
4140,-355
4141,-432
4142,2579
4143,-1602
4144,-452
4145,-951
4146,-433
4147,-734
4148,-1796
4149,1470
4150,-160
4151,-5
4152,764
4153,-350
4154,699
4155,-171
4156,116
4157,-833
4158,2586
4159,955
4160,-487
4161,-470
4162,107
4163,305
4164,-858
4165,-56
4166,-48
4167,1102
4168,1665
4169,-518
4170,50
4171,45
4172,-452
4173,-353
4174,1036
4175,57
4176,-249
4177,-584
4178,-302
4179,483
4180,-374
4181,-116
4182,-1109
4183,-37
4184,-436
4185,-397
4186,-165
4187,62
4188,-357
4189,-830
4190,-530
4191,-418
4192,783
4193,-492
4194,-366
4195,435
4196,1404
4197,-99
4198,-670
4199,-431
4200,-362
4201,-407
4202,-877
4203,38
4204,-36
4205,2094
4206,210
4207,1108
4208,-105
4209,-123
4210,-340
4211,-264
4212,-581
4213,-818
4214,-838
4215,-285
4216,-52
4217,292
4218,1661
4219,-311
4220,-254
4221,-643
4222,-10
4223,-107
4224,-1343
4225,-447
4226,1572
4227,-885
4228,-842
4229,-1679
4230,2871
4231,-480
4232,-515
4233,-1085
4234,-1534
4235,-908
4236,1139
4237,-704
4238,-1719
4239,-576
4240,-929
4241,-1648
4242,-1116
4243,1805
4244,-643
4245,-2108
4246,-532
4247,-1390
4248,-176
4249,17
4250,-685
4251,547
4252,-4
4253,246
4254,229
4255,-403
4256,-191
4257,282
4258,-456
4259,-255
4260,-376
4261,505
4262,104
4263,-258
4264,-651
4265,1598
4266,-98
total,-24297
