No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2477,2149,5,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,2836,860,11,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-66,2660,7,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-863,612,1,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-910,1598,5,-
4006,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,7664,912,17,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1461,1099,2,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,3635,1102,19,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-356,452,2,-
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2390,1920,5,-
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2856,4297,19,-
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2806,2448,7,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-206,97,-,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,2976,1178,18,-
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-864,563,1,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1019,1636,8,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1782,1762,5,-
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,668,640,8,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-827,677,1,1
4020,魔法少女まどか☆ﾏｷﾞｶ,3412,5595,18,11
4021,魔法少女まどか☆ﾏｷﾞｶ,-659,1722,6,3
4022,魔法少女まどか☆ﾏｷﾞｶ,-1269,864,1,-
4023,魔法少女まどか☆ﾏｷﾞｶ,3125,2400,7,3
4024,魔法少女まどか☆ﾏｷﾞｶ,514,3844,6,7
4025,魔法少女まどか☆ﾏｷﾞｶ,-469,436,1,1
4026,魔法少女まどか☆ﾏｷﾞｶ,-516,1282,1,3
4027,魔法少女まどか☆ﾏｷﾞｶ,-591,1160,3,4
4028,魔法少女まどか☆ﾏｷﾞｶ,-680,3003,9,7
4029,魔法少女まどか☆ﾏｷﾞｶ,2727,4175,16,9
4030,魔法少女まどか☆ﾏｷﾞｶ,-1220,2546,4,6
4031,SLOT魔法少女まどかﾏｷﾞｶ2,352,642,2,2
4032,SLOT魔法少女まどかﾏｷﾞｶ2,-13,1583,5,5
4033,SLOT魔法少女まどかﾏｷﾞｶ2,-483,473,2,-
4034,SLOT魔法少女まどかﾏｷﾞｶ2,-352,677,1,2
4035,SLOT魔法少女まどかﾏｷﾞｶ2,-15,839,1,2
4036,SLOT魔法少女まどかﾏｷﾞｶ2,1041,5700,22,19
4037,ﾘﾉ,8,1292,9,3
4038,ﾘﾉ,2280,1032,16,7
4039,ﾊﾟﾁｽﾛ北斗　転生の章,-654,5073,59,15
4040,ﾊﾟﾁｽﾛ北斗　転生の章,-114,585,7,2
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-2504,3216,21,5
4042,ﾊﾟﾁｽﾛ北斗　転生の章,-976,1881,18,5
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-117,7946,63,30
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1001,1669,11,3
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1519,6088,43,25
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,1406,5224,41,26
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-771,1084,6,4
4048,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,7,6280,46,30
4049,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-29,1902,13,8
4050,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1485,2413,15,7
4051,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,3180,7409,60,39
4052,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,281,3688,26,17
4053,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-2966,5025,36,16
4054,押忍!番長3,1003,5061,66,4
4055,押忍!番長3,314,357,7,1
4056,押忍!番長3,-1802,1878,4,-
4057,押忍!番長3,-2394,4339,28,1
4058,押忍!番長3,621,1461,20,3
4059,押忍!番長3,-108,735,8,-
4060,押忍!番長3,-90,1764,17,3
4061,押忍!番長3,47,2457,27,3
4062,押忍!番長3,-1311,1497,4,-
4063,押忍!番長3,-787,1289,5,-
4064,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-695,1234,6,3
4065,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,-547,518,1,1
4066,ﾊﾟﾁｽﾛ 笑ｩせぇるすまん3,46,796,11,1
4067,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-140,112,-,-
4068,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-42,722,4,4
4069,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-878,637,2,-
4070,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-1749,1278,1,1
4071,GI優駿倶楽部,-804,1316,7,-
4072,GI優駿倶楽部,27,1216,9,-
4073,GI優駿倶楽部,66,1813,14,-
4074,GI優駿倶楽部,-567,817,2,-
4075,地獄少女 宵伽,1102,1528,4,-
4076,地獄少女 宵伽,61,331,2,-
4077,地獄少女 宵伽,-657,609,2,-
4078,地獄少女 宵伽,-141,115,-,-
4079,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,610,1913,23,2
4080,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-10,8,-,-
4081,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-64,38,-,-
4082,ﾊﾟﾁｽﾛ 聖闘士星矢海皇覚醒,-4106,4882,15,1
4083,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,801,1224,19,-
4084,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-1011,950,3,-
4085,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-873,2530,22,-
4086,ﾊﾟﾁｽﾛﾓﾝｽﾀｰﾊﾝﾀｰ月下雷鳴,-3947,3899,19,-
4087,ﾆｭｰﾊﾟﾙｻｰSPII,-754,1840,5,4
4088,ﾆｭｰﾊﾟﾙｻｰSPII,22,236,1,-
4089,ﾆｭｰﾊﾟﾙｻｰSPII,-523,2174,6,5
4090,ﾆｭｰﾊﾟﾙｻｰSPII,-822,982,2,-
4091,ﾊﾞｰｻｽ,-260,660,2,-
4092,ﾊﾞｰｻｽ,811,2772,11,7
4093,ﾊﾞｰｻｽ,-255,476,1,1
4094,ﾊﾞｰｻｽ,413,5090,18,12
4095,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-607,493,-,1
4096,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-3,1,-,-
4097,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,891,952,6,2
4098,ﾊﾟﾁｽﾛ ｺｰﾄﾞｷﾞｱｽR2C.C.,-279,383,-,2
4099,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-111,56,-,-
4100,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-114,85,-,-
4101,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,272,595,4,4
4102,ﾊﾟﾁｽﾛｴｳﾚｶｾﾌﾞﾝAO,-264,121,-,-
4103,ｸﾚｱの秘宝伝 眠りの塔,-718,1946,4,7
4104,ｸﾚｱの秘宝伝 眠りの塔,-82,817,3,1
4105,ｸﾚｱの秘宝伝 眠りの塔,295,3147,11,8
4106,押忍!番長A,1169,2648,15,2
4107,押忍!番長A,-957,1146,2,2
4108,押忍!番長A,-508,4677,15,17
4109,SLOT魔法少女まどかﾏｷﾞｶA,-187,429,1,1
4110,SLOT魔法少女まどかﾏｷﾞｶA,473,359,3,1
4111,SLOT魔法少女まどかﾏｷﾞｶA,-184,128,-,-
4112,ﾊﾅﾋﾞ,2062,7369,28,22
4113,ﾊﾅﾋﾞ,2395,3580,18,7
4114,ﾊﾅﾋﾞ,-364,1014,1,6
