No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-278,936,2,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-905,511,-,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-671,1713,7,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,409,2406,10,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,833,104,1,-
4006,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-886,503,-,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1366,2073,10,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-85,64,-,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1870,519,10,-
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1483,1504,6,-
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-504,238,-,-
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-187,97,-,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,587,1099,9,1
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-142,79,-,-
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,200,1366,9,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-187,80,-,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1317,1173,4,-
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2515,1894,4,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-754,684,1,1
4020,魔法少女まどか☆ﾏｷﾞｶ,1258,2213,8,5
4021,魔法少女まどか☆ﾏｷﾞｶ,-454,3560,9,7
4022,魔法少女まどか☆ﾏｷﾞｶ,887,3727,11,7
4023,魔法少女まどか☆ﾏｷﾞｶ,-1438,1365,2,2
4024,魔法少女まどか☆ﾏｷﾞｶ,3065,3991,10,9
4025,魔法少女まどか☆ﾏｷﾞｶ,-142,1797,4,4
4026,魔法少女まどか☆ﾏｷﾞｶ,-1069,621,1,-
4027,魔法少女まどか☆ﾏｷﾞｶ,2666,3447,6,8
4028,魔法少女まどか☆ﾏｷﾞｶ,-41,331,-,1
4029,魔法少女まどか☆ﾏｷﾞｶ,-778,656,-,2
4030,魔法少女まどか☆ﾏｷﾞｶ,-62,3330,7,8
4031,SLOT魔法少女まどかﾏｷﾞｶ2,-958,2085,5,3
4032,SLOT魔法少女まどかﾏｷﾞｶ2,63,774,5,5
