No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-706,1770,4,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1642,1457,3,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2048,1501,2,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-808,470,-,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1571,1048,1,-
4006,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2385,2735,8,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2534,1365,1,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-944,756,2,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,5957,317,22,2
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1090,1541,13,1
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-273,1007,6,-
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,806,805,8,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1277,1066,2,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,673,1601,13,1
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,124,1279,8,1
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-399,331,1,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,246,2001,14,-
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-4494,2598,3,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-285,4841,15,6
4020,魔法少女まどか☆ﾏｷﾞｶ,-2686,3035,6,4
4021,魔法少女まどか☆ﾏｷﾞｶ,-23,1884,6,5
4022,魔法少女まどか☆ﾏｷﾞｶ,19,2579,8,4
4023,魔法少女まどか☆ﾏｷﾞｶ,-921,1372,3,2
4024,魔法少女まどか☆ﾏｷﾞｶ,-2277,3733,10,1
4025,魔法少女まどか☆ﾏｷﾞｶ,-747,680,2,-
4026,魔法少女まどか☆ﾏｷﾞｶ,-660,3716,13,3
4027,魔法少女まどか☆ﾏｷﾞｶ,-1674,1231,3,-
4028,魔法少女まどか☆ﾏｷﾞｶ,-707,463,-,1
4029,魔法少女まどか☆ﾏｷﾞｶ,2383,5028,16,4
4030,魔法少女まどか☆ﾏｷﾞｶ,245,7044,13,12
4031,SLOT魔法少女まどかﾏｷﾞｶ2,-467,587,3,-
4032,SLOT魔法少女まどかﾏｷﾞｶ2,-407,650,1,2
4033,SLOT魔法少女まどかﾏｷﾞｶ2,559,1009,5,4
4034,SLOT魔法少女まどかﾏｷﾞｶ2,262,1145,4,3
4035,SLOT魔法少女まどかﾏｷﾞｶ2,-330,344,1,-
4036,SLOT魔法少女まどかﾏｷﾞｶ2,4726,6273,22,23
4037,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-628,1375,5,5
4038,ﾊﾟﾁｽﾛ 北斗 新伝説創造,-68,51,-,-
4039,ﾊﾟﾁｽﾛ北斗　転生の章,1005,3137,49,14
4040,ﾊﾟﾁｽﾛ北斗　転生の章,-528,3042,37,11
4041,ﾊﾟﾁｽﾛ北斗　転生の章,-764,2948,32,9
4042,ﾊﾟﾁｽﾛ北斗　転生の章,-1086,955,3,1
4043,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-2075,3883,21,9
4044,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-374,4267,34,15
4045,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-549,7005,60,30
4046,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,541,5485,46,27
4047,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1191,2463,13,7
4048,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1510,5263,34,19
4049,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-3227,5267,33,11
4050,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1314,3195,20,9
4051,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1522,7231,57,32
4052,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-1104,4043,26,14
4053,ﾊﾞｼﾞﾘｽｸ 甲賀忍法帖 絆,-3355,3740,16,7
4054,押忍!番長3,-971,1389,6,1
4055,押忍!番長3,-92,89,-,-
4056,押忍!番長3,-277,243,-,-
4057,押忍!番長3,5976,2994,88,11
4058,押忍!番長3,895,883,18,3
4059,押忍!番長3,-203,429,2,-
4060,押忍!番長3,1564,2130,43,2
4061,押忍!番長3,-190,292,1,-
4062,押忍!番長3,-60,470,3,1
4063,地獄少女 宵伽,177,442,4,-
4064,地獄少女 宵伽,86,190,2,-
4065,地獄少女 宵伽,31,1318,5,-
4066,地獄少女 宵伽,-140,97,-,-
4067,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,327,3064,16,14
4068,ｺｰﾄﾞｷﾞｱｽR2反逆のﾙﾙｰｼｭ,-388,518,1,1
