No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1777,2984,12,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-1596,1847,5,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,2761,842,7,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,794,1334,7,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,2195,1665,14,-
4006,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-650,1441,5,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-2064,1190,1,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-201,891,6,1
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,459,316,4,-
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-282,135,-,-
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,2032,923,13,1
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,554,624,6,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-364,637,3,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,485,994,9,-
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,545,340,4,-
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,722,269,5,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,1188,267,6,-
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,3770,713,18,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-1312,2524,6,4
4020,魔法少女まどか☆ﾏｷﾞｶ,-451,5545,17,12
4021,魔法少女まどか☆ﾏｷﾞｶ,1640,2421,4,4
4022,魔法少女まどか☆ﾏｷﾞｶ,4463,7911,17,20
4023,魔法少女まどか☆ﾏｷﾞｶ,-902,6680,16,11
4024,魔法少女まどか☆ﾏｷﾞｶ,-417,245,-,-
4025,魔法少女まどか☆ﾏｷﾞｶ,-1166,889,-,2
4026,魔法少女まどか☆ﾏｷﾞｶ,-771,4234,15,8
4027,魔法少女まどか☆ﾏｷﾞｶ,-291,2414,6,9
4028,魔法少女まどか☆ﾏｷﾞｶ,-1183,1851,8,2
4029,魔法少女まどか☆ﾏｷﾞｶ,-895,3781,10,4
4030,魔法少女まどか☆ﾏｷﾞｶ,261,913,3,1
4031,SLOT魔法少女まどかﾏｷﾞｶ2,-134,4962,22,16
4032,SLOT魔法少女まどかﾏｷﾞｶ2,-136,73,-,-
4033,SLOT魔法少女まどかﾏｷﾞｶ2,-124,2870,11,9
4034,SLOT魔法少女まどかﾏｷﾞｶ2,-241,249,-,1
