No,lotName,Payout,Rotation,Big,Reg
4001,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-2479,2111,2,-
4002,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-763,1594,4,-
4003,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,522,2240,16,-
4004,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,-889,513,-,-
4005,ｱﾅｻﾞｰｺﾞｯﾄﾞﾊｰﾃﾞｽ-奪われた,8883,1784,25,-
4006,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,439,905,9,-
4007,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-143,183,1,-
4008,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-965,606,1,-
4009,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,3458,818,17,1
4010,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-601,816,4,-
4011,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1741,2014,7,-
4012,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-704,929,4,-
4013,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1449,1647,5,-
4014,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-991,662,1,-
4015,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,4062,2727,32,1
4016,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1927,1118,1,-
4017,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,10667,752,39,2
4018,ﾐﾘｵﾝｺﾞｯﾄﾞ~神々の凱旋~,-1582,1196,3,-
4019,魔法少女まどか☆ﾏｷﾞｶ,-300,1778,9,3
4020,魔法少女まどか☆ﾏｷﾞｶ,-1112,5065,12,11
4021,魔法少女まどか☆ﾏｷﾞｶ,-1011,1210,2,3
4022,魔法少女まどか☆ﾏｷﾞｶ,982,6757,24,13
4023,魔法少女まどか☆ﾏｷﾞｶ,-1242,1081,2,2
4024,魔法少女まどか☆ﾏｷﾞｶ,-130,1498,8,1
4025,魔法少女まどか☆ﾏｷﾞｶ,4113,5660,15,10
4026,魔法少女まどか☆ﾏｷﾞｶ,510,844,3,1
4027,魔法少女まどか☆ﾏｷﾞｶ,576,3781,11,13
4028,魔法少女まどか☆ﾏｷﾞｶ,-1390,7579,16,12
